criterion,experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,notes
min latency with recall@100>=0.95,IVF,nl512,32,nprobe,32,0.193230,0.956240,88.149501,0.000000,112.143926,
