criterion,experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,notes
min latency with recall@100>=0.95,OpenCL-IVF,IntelOpenCLGPU-OpenCLC-IVF-nl2048,0,nprobe,88,0.26013,0.95427,12.2056,0,279.108,"windows_opencl_c; host_build=O2; cl_build=default_optimized; backend=opencl_c; platform=Intel(R) OpenCL Graphics; device=Intel(R) RaptorLake-S Mobile Graphics Controller; driver=31.0.101.5447; cl_build=-cl-std=CL2.0; host_compile=O2; target_recall=0.950000; batch=1000; candidate_capacity=9920; gpu_block_top4=1; workgroup=128; local_k=4; partial_candidates=512; coarse_host=1; final_topk_host=1; cl_build_sec=0.296633"
