experiment,method,kernel,platform,mpi_size,nodes,ppn,nthreads,thread_model,comm,nbase,nq,k,nlist,nprobe,ef,latency_ms,recall@100,build_sec,distribute_ms,search_ms,comm_ms,merge_ms,total_ms,work_imbalance,mpi_thread_required,mpi_thread_provided,notes
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,16,32,0.339793,0.456167,2.703059,41.286707,93.148947,6.536961,8.167505,101.938009,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=32;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,32,32,0.525800,0.482800,2.206231,38.163900,148.908138,4.486322,8.225441,157.740116,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=32;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,64,32,0.993592,0.495333,2.228650,45.383692,289.492130,30.264139,8.259535,298.077583,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;quick
MPI-ANN,multi-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,64,64,0.313243,0.501500,3.619076,45.276403,84.696293,3.938437,8.256912,93.972921,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,16,64,0.339815,0.456167,2.219006,35.662174,92.211723,5.177975,8.707523,101.944447,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=64;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,32,64,0.543536,0.482800,2.220110,39.306641,154.006004,13.532400,8.187056,163.060665,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=64;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,64,64,0.926207,0.495333,2.202841,44.668436,269.284725,13.575077,8.227587,277.862072,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;quick
MPI-ANN,multi-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,64,128,0.360972,0.502000,3.622663,43.936729,98.988533,2.301216,8.270741,108.291626,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,16,128,0.337236,0.456167,2.218941,43.559313,91.935396,6.150484,8.266449,101.170778,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=128;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,32,128,0.548724,0.482800,2.225655,43.795824,155.441761,7.638454,8.250952,164.617062,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=128;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,50000,300,100,512,64,128,0.941922,0.495333,2.227426,38.796902,273.378134,14.172792,8.244038,282.576561,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;quick
MPI-ANN,multi-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,64,32,0.313187,0.502500,1.658007,38.669586,82.051754,13.309479,9.968758,93.955994,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,16,32,0.529188,0.460633,3.280188,38.301468,113.634586,69.109678,42.559862,158.756495,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=32;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,32,32,0.337488,0.485767,1.701067,35.330534,89.247465,13.123274,10.432959,101.246357,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=32;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,64,32,0.646080,0.497767,1.658255,49.700260,181.941271,60.093403,10.437965,193.824053,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;quick
MPI-ANN,multi-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,64,64,0.294215,0.502500,1.633573,34.663200,76.480865,7.054806,10.074854,88.264465,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,16,64,0.207919,0.460633,1.657981,38.656235,50.987482,7.903814,10.215521,62.375784,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=64;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,32,64,0.312160,0.485767,1.667669,52.020788,81.958771,10.848045,10.048628,93.647957,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=64;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,64,64,0.503326,0.497767,1.664989,36.215305,139.754295,14.220238,10.675192,150.997877,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;quick
MPI-ANN,multi-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,64,128,0.385756,0.502633,1.715625,47.724009,103.469133,15.402794,10.188341,115.726709,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,16,128,0.207084,0.460633,1.659129,59.172630,50.635576,7.259607,10.126114,62.125206,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=128;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,32,128,0.320400,0.485767,2.631464,69.309473,84.092140,13.546705,10.385990,96.119881,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=128;quick
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,50000,300,100,512,64,128,0.520797,0.497767,1.645530,52.484989,143.465042,24.231911,10.910273,156.239033,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;quick
