criterion,experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,notes
min latency with recall@100>=0.95,SYCL-IVF,IntelOpenCLGPU-BatchedUSM-IVF-nl512,0,nprobe,29,0.260727,0.95062,12.1777,0,4.21392,"batch_tune; selector=intel-gpu; vendor=Intel(R) Corporation; device=Intel(R) RaptorLake-S Mobile Graphics Controller; target_recall=0.950000; batch=1000; candidate_capacity=10890; query_layout=dim_major; flat_lists_gpu=1; coarse_host=1; topk_host=1; usm_device=1"
