experiment,method,kernel,platform,mpi_size,nodes,ppn,nthreads,thread_model,comm,nbase,nq,k,nlist,nprobe,ef,latency_ms,recall@100,build_sec,distribute_ms,search_ms,comm_ms,merge_ms,total_ms,work_imbalance,mpi_thread_required,mpi_thread_provided,notes
MPI-ANN,ivf,simd,x86_or_cluster,2,1,2,1,openmp,nonblocking,100000,1000,100,512,64,64,0.207395,0.985960,0.877321,38.679800,192.556200,5.138600,14.414200,207.394700,1.008250,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,2,1,2,1,openmp,nonblocking,100000,1000,100,512,64,64,0.073535,0.981570,2.727959,36.962300,58.723800,0.776100,14.380800,73.535100,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.075024,0.981570,2.725926,37.705300,58.899000,0.493700,15.708400,75.023800,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,2,1,2,2,openmp,nonblocking,100000,1000,100,512,64,64,0.107017,0.985960,0.879379,37.446900,90.099600,0.962500,16.495800,107.017300,1.008250,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,2,1,2,2,openmp,nonblocking,100000,1000,100,512,64,64,0.046213,0.981570,2.745689,37.283500,30.145500,0.716000,15.938700,46.212800,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,2,1,2,2,stdthread,nonblocking,100000,1000,100,512,64,64,0.047884,0.981570,2.716935,37.353800,31.410700,1.859600,16.335200,47.884400,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,2,1,2,4,openmp,nonblocking,100000,1000,100,512,64,64,0.067126,0.985960,0.907961,38.591900,49.730900,1.860600,17.111000,67.126200,1.008250,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,2,1,2,4,openmp,nonblocking,100000,1000,100,512,64,64,0.032999,0.981570,2.774112,37.397600,15.816100,0.581400,16.805000,32.999400,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,2,1,2,4,stdthread,nonblocking,100000,1000,100,512,64,64,0.033525,0.981570,2.754595,37.906100,18.166100,1.135800,15.238400,33.524700,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.204874,0.985960,0.903541,41.098300,189.770400,3.649200,14.688800,204.874200,1.008250,3,3,ivf-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,flat,scalar,x86_or_cluster,2,1,2,1,stdthread,blocking,100000,1000,100,512,512,64,1.660295,1.000000,0.000001,37.196100,1644.589700,17.883200,15.144700,1660.294600,1.000000,1,1,flat-comm=blocking-tm=stdthread-kernel=scalar-nl=512-npb=512-ef=64;full
MPI-ANN,ivf,scalar,x86_or_cluster,2,1,2,1,stdthread,blocking,100000,1000,100,512,64,64,0.560220,0.985960,5.046335,38.664500,545.116700,1.034300,14.760000,560.219700,1.008250,1,1,ivf-comm=blocking-tm=stdthread-kernel=scalar-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,1,stdthread,blocking,100000,1000,100,512,64,64,0.112435,0.987480,0.487552,37.982600,94.955900,6.348300,16.638100,112.434900,1.023532,1,1,ivf-comm=blocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.110460,0.987480,0.490499,36.845800,93.388800,4.372800,16.472000,110.459700,1.023532,1,1,ivf-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,1,stdthread,p2p,100000,1000,100,512,64,64,0.112949,0.987480,0.487035,37.461900,95.859600,3.881800,16.901300,112.949400,1.023532,1,1,ivf-comm=p2p-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,1,stdthread,onesided,100000,1000,100,512,64,64,0.111574,0.987480,0.494707,38.849700,94.492500,3.026400,16.752200,111.574100,1.023532,1,1,ivf-comm=onesided-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,1,openmp,nonblocking,100000,1000,100,512,64,64,0.112775,0.987480,0.491874,37.769300,95.342000,1.942400,17.258400,112.775400,1.023532,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,4,1,4,1,openmp,nonblocking,100000,1000,100,512,64,64,0.073071,0.992900,1.323255,37.673700,56.308700,1.459400,16.304200,73.070800,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.073643,0.992900,1.291018,40.627900,56.153800,2.291100,17.039300,73.643400,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,2,openmp,nonblocking,100000,1000,100,512,64,64,0.070905,0.987480,0.488646,38.556900,51.917500,3.406100,18.143900,70.904800,1.023532,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,4,1,4,2,openmp,nonblocking,100000,1000,100,512,64,64,0.051957,0.992900,1.293452,37.548100,31.494800,3.281900,20.217100,51.957400,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,4,1,4,2,stdthread,nonblocking,100000,1000,100,512,64,64,0.052152,0.992900,1.314071,39.322400,31.954600,2.624100,19.844800,52.152300,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,4,openmp,nonblocking,100000,1000,100,512,64,64,0.062528,0.987480,0.502453,38.710800,41.455500,6.979200,20.217300,62.528400,1.023532,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,4,1,4,4,openmp,nonblocking,100000,1000,100,512,64,64,0.043843,0.992900,1.314469,38.127100,24.029400,1.963000,19.232000,43.843100,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,4,1,4,4,stdthread,nonblocking,100000,1000,100,512,64,64,0.045532,0.992900,1.327164,40.168300,26.408900,2.452700,18.784700,45.532400,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.111751,0.987480,0.512505,38.117000,93.252300,2.176100,18.045300,111.750600,1.023532,3,3,ivf-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,flat,scalar,x86_or_cluster,4,1,4,1,stdthread,blocking,100000,1000,100,512,512,64,0.871203,1.000000,0.000000,38.045700,853.712400,13.434700,16.863500,871.203500,1.000000,1,1,flat-comm=blocking-tm=stdthread-kernel=scalar-nl=512-npb=512-ef=64;full
MPI-ANN,ivf,scalar,x86_or_cluster,4,1,4,1,stdthread,blocking,100000,1000,100,512,64,64,0.286930,0.987480,2.806223,39.756500,268.925600,45.906500,17.471900,286.930400,1.023532,1,1,ivf-comm=blocking-tm=stdthread-kernel=scalar-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,1,stdthread,blocking,100000,1000,100,512,64,64,0.074267,0.989160,0.305630,38.374800,54.090400,10.233900,19.000200,74.266700,1.031830,1,1,ivf-comm=blocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.077916,0.989160,0.309867,40.631000,56.648200,9.729200,20.859400,77.915700,1.031830,1,1,ivf-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,1,stdthread,p2p,100000,1000,100,512,64,64,0.074627,0.989160,0.295700,42.736700,54.394100,6.592000,20.088400,74.627300,1.031830,1,1,ivf-comm=p2p-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,1,stdthread,onesided,100000,1000,100,512,64,64,0.071609,0.989160,0.325522,41.880900,50.322200,5.857500,20.390000,71.609000,1.031830,1,1,ivf-comm=onesided-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,1,openmp,nonblocking,100000,1000,100,512,64,64,0.072821,0.989160,0.290394,89.054200,50.942300,5.435700,21.073100,72.820800,1.031830,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,8,1,8,1,openmp,nonblocking,100000,1000,100,512,64,64,0.078045,0.997910,0.653980,40.229800,56.593600,4.838500,20.192300,78.044600,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.077328,0.997910,0.657211,41.546000,55.655400,6.433400,20.791200,77.327900,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,2,openmp,nonblocking,100000,1000,100,512,64,64,0.071470,0.989160,0.300588,40.837800,45.602300,18.139900,24.549700,71.469700,1.031830,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,8,1,8,2,openmp,nonblocking,100000,1000,100,512,64,64,0.066398,0.997910,0.669194,38.231900,41.585500,12.001600,24.183000,66.397500,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,8,1,8,2,stdthread,nonblocking,100000,1000,100,512,64,64,0.065579,0.997910,0.662724,39.154100,42.783700,9.592400,22.039700,65.578900,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,4,openmp,nonblocking,100000,1000,100,512,64,64,0.061457,0.989160,0.302375,41.349100,30.756500,4.050900,29.559700,61.456700,1.031830,1,1,ivf-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,8,1,8,4,openmp,nonblocking,100000,1000,100,512,64,64,0.059590,0.997910,0.686469,68.554300,26.932000,3.431100,30.957000,59.590100,1.000000,1,1,hnsw-comm=nonblocking-tm=openmp-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,hnsw,simd,x86_or_cluster,8,1,8,4,stdthread,nonblocking,100000,1000,100,512,64,64,0.052773,0.997910,0.668209,41.211500,29.191900,6.382900,22.861000,52.773200,1.000000,1,1,hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.077382,0.989160,0.299462,40.511600,54.999500,8.467100,21.553500,77.382200,1.031830,3,3,ivf-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,flat,scalar,x86_or_cluster,8,1,8,1,stdthread,blocking,100000,1000,100,512,512,64,0.493685,1.000000,0.000000,40.366900,472.490500,39.424200,19.953800,493.684600,1.000000,1,1,flat-comm=blocking-tm=stdthread-kernel=scalar-nl=512-npb=512-ef=64;full
MPI-ANN,ivf,scalar,x86_or_cluster,8,1,8,1,stdthread,blocking,100000,1000,100,512,64,64,0.155375,0.989160,1.657297,42.400900,134.308500,18.552300,20.048100,155.375100,1.031830,1,1,ivf-comm=blocking-tm=stdthread-kernel=scalar-nl=512-npb=64-ef=64;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,32,0.076667,0.981570,2.801602,38.929700,59.846200,0.419500,16.691000,76.667300,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,16,32,0.266638,0.910670,1.936333,37.728400,251.146800,2.214800,15.112900,266.638200,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,32,32,0.472637,0.960220,1.947431,39.926800,457.901300,6.051000,14.221200,472.637400,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,32,0.845001,0.985440,2.001751,39.039200,830.191200,18.411000,14.307900,845.000700,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.078972,0.981570,2.768631,38.840900,61.156300,0.641900,17.395700,78.972200,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,16,64,0.264875,0.910670,1.960526,46.272200,249.344500,5.075300,15.041000,264.875000,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,32,64,0.469692,0.960220,1.977220,40.421400,454.169500,5.974200,15.098800,469.692100,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.841320,0.985440,1.969863,37.650000,826.714400,5.145400,14.251300,841.320000,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,128,0.086067,0.988490,2.690683,39.398700,70.075000,1.205700,15.863500,86.066600,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,16,128,0.277083,0.910860,1.965251,38.299000,262.750600,6.597900,13.880100,277.083100,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,32,128,0.500690,0.960420,1.967047,37.911200,485.344000,6.829400,14.967100,500.690300,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,2,1,2,1,stdthread,nonblocking,100000,1000,100,512,64,128,0.897796,0.985650,1.986018,38.492900,883.067800,9.587700,14.247400,897.796100,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,32,0.073396,0.992900,1.310574,39.645000,56.906100,1.613600,16.352700,73.395800,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,16,32,0.200340,0.913180,1.268663,39.516900,183.921700,6.785800,16.067100,200.340500,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,32,32,0.342158,0.961970,1.309751,39.039200,324.831400,18.579500,17.011300,342.157600,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,32,0.612812,0.987330,1.276251,37.377500,596.261400,53.810200,16.004100,612.812200,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.075534,0.992900,1.350370,40.219800,58.081200,2.406400,16.938200,75.533600,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,16,64,0.202009,0.913180,1.280124,37.633000,185.311500,13.877000,16.295700,202.008900,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,32,64,0.346721,0.961970,1.317582,37.904500,327.748100,19.246800,18.519800,346.721500,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.590881,0.987330,1.321492,39.018000,574.170800,27.345500,16.341800,590.881000,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,128,0.086642,0.995830,1.316171,39.587200,69.328700,2.876500,16.848800,86.642200,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,16,128,0.208573,0.913250,1.311573,40.295700,191.650400,5.499000,16.582000,208.573000,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,32,128,0.346104,0.962040,1.309518,40.139800,329.561900,10.765200,16.128400,346.104300,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,4,1,4,1,stdthread,nonblocking,100000,1000,100,512,64,128,0.611404,0.987400,1.316901,40.467900,594.511800,45.248800,16.458300,611.403700,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,32,0.080789,0.997910,0.693365,41.993100,59.700100,5.329100,20.184200,80.789000,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,16,32,0.161548,0.918290,1.690475,42.426600,140.329500,27.697300,20.291000,161.547700,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,32,32,0.250196,0.965420,1.662733,42.056000,226.106400,21.749000,21.640600,250.195900,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=32;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,32,0.435272,0.989150,1.663384,47.457500,410.629900,27.964600,23.520500,435.271700,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=32;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.093526,0.997910,0.781816,47.576700,69.197200,11.692100,23.775100,93.525600,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,16,64,0.158010,0.918290,1.545083,44.338600,134.257600,19.614800,22.595800,158.010100,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,32,64,0.248819,0.965420,1.626517,47.461800,223.837000,30.561700,23.279300,248.819400,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=64;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,64,0.426570,0.989150,1.659276,49.780700,402.177000,34.992500,23.528500,426.569900,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=64;full
MPI-ANN,multi-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,128,0.098259,0.998990,0.755262,47.749800,72.448500,7.659400,25.528800,98.258700,1.000000,1,1,multi-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,16,128,0.155973,0.918290,1.474421,42.497200,130.873000,17.431600,23.274000,155.973000,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=16-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,32,128,0.253567,0.965420,1.622573,46.259700,227.656900,12.855600,24.727300,253.566800,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=32-ef=128;full
MPI-ANN,ivf-hnsw,simd,x86_or_cluster,8,1,8,1,stdthread,nonblocking,100000,1000,100,512,64,128,0.436048,0.989160,1.659004,47.839500,411.612600,23.184900,23.398300,436.048400,1.000000,1,1,ivf-hnsw-comm=nonblocking-tm=stdthread-kernel=simd-nl=512-npb=64-ef=128;full
