experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,encode_us,lut_us,scan_us,select_us,rerank_us,notes
SQ8,SQ8-LUT,16,p,450,2.604046,1.000000,6.541024,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,289.782000,
SQ8,SQ8-LUT,32,p,450,2.413164,1.000000,7.058421,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,698.746000,
SQ8,SQ8-LUT,1,p,500,17.643966,1.000000,0.965380,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,193.748000,
SQ8,SQ8-LUT,2,p,500,8.849976,1.000000,1.924652,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,233.152000,
SQ8,SQ8-LUT,4,p,500,4.449140,1.000000,3.828409,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,211.432000,
SQ8,SQ8-LUT,8,p,500,2.795836,1.000000,6.092320,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,234.912000,
SQ8,SQ8-LUT,16,p,500,2.526106,1.000000,6.742840,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,597.628000,
SQ8,SQ8-LUT,32,p,500,2.384606,1.000000,7.142953,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,786.416000,
SQ8,SQ8-LUT,1,p,750,17.954344,1.000000,0.948691,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,374.386000,
SQ8,SQ8-LUT,2,p,750,9.069970,1.000000,1.877970,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,334.950000,
SQ8,SQ8-LUT,4,p,750,4.513802,1.000000,3.773566,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,307.300000,
SQ8,SQ8-LUT,8,p,750,2.883522,1.000000,5.907057,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,344.572000,
SQ8,SQ8-LUT,16,p,750,2.531962,1.000000,6.727245,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,688.418000,
SQ8,SQ8-LUT,32,p,750,2.422384,1.000000,7.031556,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,1426.252000,
SQ8,SQ8-LUT,1,p,1000,18.320412,1.000000,0.929735,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,414.956000,
SQ8,SQ8-LUT,2,p,1000,9.161918,1.000000,1.859123,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,524.410000,
SQ8,SQ8-LUT,4,p,1000,4.606582,1.000000,3.697563,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,463.664000,
SQ8,SQ8-LUT,8,p,1000,2.864966,1.000000,5.945316,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,465.374000,
SQ8,SQ8-LUT,16,p,1000,2.569490,1.000000,6.628992,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,737.028000,
SQ8,SQ8-LUT,32,p,1000,2.641364,1.000000,6.448611,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,2076.346000,
SQ8,SQ8-LUT,1,p,1500,18.794784,1.000000,0.906269,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,644.640000,
SQ8,SQ8-LUT,2,p,1500,9.317948,1.000000,1.827991,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,560.400000,
SQ8,SQ8-LUT,4,p,1500,4.706844,1.000000,3.618800,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,611.944000,
