experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,encode_us,lut_us,scan_us,select_us,rerank_us,notes
SYCL-IVF,IntelOpenCLGPU-BatchedUSM-IVF-nl2048,0,nprobe,80,0.6745,0.943,4.70727,0,1.56515,0,0,664.4,10.1,0,"windows_oneapi; selector_env=opencl:gpu; build=O2; backend=SYCL; compiler=Intel(R) oneAPI DPC++/C++ Compiler 2024.2.1 (2024.2.1.20240711); selector=intel-gpu; vendor=Intel(R) Corporation; device=Intel(R) RaptorLake-S Mobile Graphics Controller; target_recall=0.950000; batch=10; candidate_capacity=14746; query_layout=dim_major; flat_lists_gpu=1; gpu_block_topk=1; workgroup=128; local_k=4; partial_candidates=512; coarse_host=1; final_topk_host=1; usm_device=1"
