criterion,experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,notes
min latency with recall@100>=0.95,SYCL-IVF,IntelOpenCLGPU-BatchedUSM-IVF-nl2048,0,nprobe,80,0.187867,0.9502,16.9005,0,14.174,"windows_oneapi; selector_env=opencl:gpu; build=SafeO2; selector=intel-gpu; vendor=Intel(R) Corporation; device=Intel(R) RaptorLake-S Mobile Graphics Controller; target_recall=0.950000; batch=1000; candidate_capacity=13631; query_layout=dim_major; flat_lists_gpu=1; gpu_block_topk=1; workgroup=128; local_k=4; partial_candidates=512; coarse_host=1; final_topk_host=1; usm_device=1"
