method,platform,N,d,Q,k,M,Ks,p,unroll,prefetch,topk,run_id,latency_ms,recall,index_size_mb,build_time_sec,coarse_ms,rerank_ms,cycles,instructions,cpi,l1_miss_rate,llc_miss_rate
PQ-ADC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,heap,4,1.336000,0.650000,0.898304,1.205489,1.303000,0.032000,0,0,0,0,0
PQ-ADC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,heap,5,1.331000,0.650000,0.898304,1.205489,1.299000,0.031000,0,0,0,0,0
PQ-ADC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,heap,1,1.735000,0.930000,0.898304,1.205489,1.541000,0.193000,0,0,0,0,0
PQ-ADC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,heap,2,1.681000,0.930000,0.898304,1.205489,1.544000,0.137000,0,0,0,0,0
PQ-ADC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,heap,3,1.690000,0.930000,0.898304,1.205489,1.552000,0.137000,0,0,0,0,0
PQ-ADC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,heap,4,1.681000,0.930000,0.898304,1.205489,1.547000,0.133000,0,0,0,0,0
PQ-ADC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,heap,5,1.688000,0.930000,0.898304,1.205489,1.552000,0.135000,0,0,0,0,0
PQ-ADC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,heap,1,2.200000,0.970000,0.898304,1.205489,1.832000,0.367000,0,0,0,0,0
PQ-ADC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,heap,2,2.123000,0.970000,0.898304,1.205489,1.827000,0.295000,0,0,0,0,0
PQ-ADC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,heap,3,2.121000,0.970000,0.898304,1.205489,1.827000,0.293000,0,0,0,0,0
PQ-ADC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,heap,4,2.142000,0.970000,0.898304,1.205489,1.831000,0.310000,0,0,0,0,0
PQ-ADC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,heap,5,2.147000,0.970000,0.898304,1.205489,1.831000,0.315000,0,0,0,0,0
PQ-ADC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,heap,1,2.992000,0.995000,0.898304,1.205489,2.312000,0.678000,0,0,0,0,0
PQ-ADC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,heap,2,2.897000,0.995000,0.898304,1.205489,2.310000,0.586000,0,0,0,0,0
PQ-ADC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,heap,3,2.868000,0.995000,0.898304,1.205489,2.303000,0.564000,0,0,0,0,0
PQ-ADC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,heap,4,2.997000,0.995000,0.898304,1.205489,2.335000,0.661000,0,0,0,0,0
PQ-ADC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,heap,5,3.183000,0.995000,0.898304,1.205489,2.408000,0.774000,0,0,0,0,0
PQ-ADC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,heap,1,5.478000,1.000000,0.898304,1.205489,3.464000,2.013000,0,0,0,0,0
PQ-ADC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,heap,2,5.383000,1.000000,0.898304,1.205489,3.400000,1.982000,0,0,0,0,0
PQ-ADC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,heap,3,5.377000,1.000000,0.898304,1.205489,3.403000,1.972000,0,0,0,0,0
PQ-ADC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,heap,4,5.351000,1.000000,0.898304,1.205489,3.395000,1.954000,0,0,0,0,0
PQ-ADC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,heap,5,5.341000,1.000000,0.898304,1.205489,3.395000,1.944000,0,0,0,0,0
PQ-SDC-M8-coarse,ARM-aarch64-NEON,100000,96,20,10,8,256,0,1,0,coarse-only,1,2.039000,0.160000,0.898304,1.205489,2.037000,0.000000,0,0,0,0,0
PQ-SDC-M8-coarse,ARM-aarch64-NEON,100000,96,20,10,8,256,0,1,0,coarse-only,2,2.013000,0.160000,0.898304,1.205489,2.011000,0.000000,0,0,0,0,0
PQ-SDC-M8-coarse,ARM-aarch64-NEON,100000,96,20,10,8,256,0,1,0,coarse-only,3,2.011000,0.160000,0.898304,1.205489,2.010000,0.000000,0,0,0,0,0
PQ-SDC-M8-coarse,ARM-aarch64-NEON,100000,96,20,10,8,256,0,1,0,coarse-only,4,2.008000,0.160000,0.898304,1.205489,2.007000,0.000000,0,0,0,0,0
PQ-SDC-M8-coarse,ARM-aarch64-NEON,100000,96,20,10,8,256,0,1,0,coarse-only,5,2.008000,0.160000,0.898304,1.205489,2.007000,0.000000,0,0,0,0,0
PQ-SDC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,nth-rerank,1,2.051000,0.455000,0.898304,1.205489,2.017000,0.033000,0,0,0,0,0
PQ-SDC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,nth-rerank,2,2.038000,0.455000,0.898304,1.205489,2.010000,0.027000,0,0,0,0,0
PQ-SDC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,nth-rerank,3,2.043000,0.455000,0.898304,1.205489,2.017000,0.026000,0,0,0,0,0
PQ-SDC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,nth-rerank,4,2.043000,0.455000,0.898304,1.205489,2.015000,0.027000,0,0,0,0,0
PQ-SDC-M8-p100,ARM-aarch64-NEON,100000,96,20,10,8,256,100,1,0,nth-rerank,5,2.038000,0.455000,0.898304,1.205489,2.014000,0.024000,0,0,0,0,0
PQ-SDC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,nth-rerank,1,2.159000,0.705000,0.898304,1.205489,2.025000,0.133000,0,0,0,0,0
PQ-SDC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,nth-rerank,2,2.142000,0.705000,0.898304,1.205489,2.027000,0.115000,0,0,0,0,0
PQ-SDC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,nth-rerank,3,2.145000,0.705000,0.898304,1.205489,2.027000,0.117000,0,0,0,0,0
PQ-SDC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,nth-rerank,4,2.149000,0.705000,0.898304,1.205489,2.025000,0.123000,0,0,0,0,0
PQ-SDC-M8-p500,ARM-aarch64-NEON,100000,96,20,10,8,256,500,1,0,nth-rerank,5,2.158000,0.705000,0.898304,1.205489,2.031000,0.126000,0,0,0,0,0
PQ-SDC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,nth-rerank,1,2.266000,0.815000,0.898304,1.205489,2.030000,0.235000,0,0,0,0,0
PQ-SDC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,nth-rerank,2,2.271000,0.815000,0.898304,1.205489,2.034000,0.236000,0,0,0,0,0
PQ-SDC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,nth-rerank,3,2.253000,0.815000,0.898304,1.205489,2.033000,0.219000,0,0,0,0,0
PQ-SDC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,nth-rerank,4,2.284000,0.815000,0.898304,1.205489,2.037000,0.246000,0,0,0,0,0
PQ-SDC-M8-p1000,ARM-aarch64-NEON,100000,96,20,10,8,256,1000,1,0,nth-rerank,5,2.278000,0.815000,0.898304,1.205489,2.036000,0.241000,0,0,0,0,0
PQ-SDC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,nth-rerank,1,2.524000,0.925000,0.898304,1.205489,2.054000,0.468000,0,0,0,0,0
PQ-SDC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,nth-rerank,2,2.523000,0.925000,0.898304,1.205489,2.054000,0.468000,0,0,0,0,0
PQ-SDC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,nth-rerank,3,2.524000,0.925000,0.898304,1.205489,2.055000,0.468000,0,0,0,0,0
PQ-SDC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,nth-rerank,4,2.523000,0.925000,0.898304,1.205489,2.052000,0.470000,0,0,0,0,0
PQ-SDC-M8-p2000,ARM-aarch64-NEON,100000,96,20,10,8,256,2000,1,0,nth-rerank,5,2.535000,0.925000,0.898304,1.205489,2.055000,0.478000,0,0,0,0,0
PQ-SDC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,nth-rerank,1,3.241000,0.975000,0.898304,1.205489,2.096000,1.144000,0,0,0,0,0
PQ-SDC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,nth-rerank,2,3.220000,0.975000,0.898304,1.205489,2.096000,1.123000,0,0,0,0,0
PQ-SDC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,nth-rerank,3,3.215000,0.975000,0.898304,1.205489,2.095000,1.119000,0,0,0,0,0
PQ-SDC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,nth-rerank,4,3.208000,0.975000,0.898304,1.205489,2.092000,1.115000,0,0,0,0,0
PQ-SDC-M8-p5000,ARM-aarch64-NEON,100000,96,20,10,8,256,5000,1,0,nth-rerank,5,3.228000,0.975000,0.898304,1.205489,2.094000,1.133000,0,0,0,0,0
PQ-ADC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,heap,1,1.817000,0.810000,1.298304,1.152217,1.779000,0.037000,0,0,0,0,0
PQ-ADC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,heap,2,1.802000,0.810000,1.298304,1.152217,1.775000,0.026000,0,0,0,0,0
PQ-ADC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,heap,3,1.810000,0.810000,1.298304,1.152217,1.779000,0.030000,0,0,0,0,0
PQ-ADC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,heap,4,1.805000,0.810000,1.298304,1.152217,1.778000,0.026000,0,0,0,0,0
PQ-ADC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,heap,5,1.799000,0.810000,1.298304,1.152217,1.775000,0.023000,0,0,0,0,0
PQ-ADC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,heap,1,2.215000,0.950000,1.298304,1.152217,2.023000,0.191000,0,0,0,0,0
PQ-ADC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,heap,2,2.181000,0.950000,1.298304,1.152217,2.021000,0.159000,0,0,0,0,0
PQ-ADC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,heap,3,2.184000,0.950000,1.298304,1.152217,2.025000,0.158000,0,0,0,0,0
PQ-ADC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,heap,4,2.164000,0.950000,1.298304,1.152217,2.020000,0.143000,0,0,0,0,0
PQ-ADC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,heap,5,2.162000,0.950000,1.298304,1.152217,2.020000,0.141000,0,0,0,0,0
PQ-ADC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,heap,1,2.672000,0.980000,1.298304,1.152217,2.314000,0.357000,0,0,0,0,0
PQ-ADC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,heap,2,2.631000,0.980000,1.298304,1.152217,2.311000,0.319000,0,0,0,0,0
PQ-ADC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,heap,3,2.615000,0.980000,1.298304,1.152217,2.299000,0.314000,0,0,0,0,0
PQ-ADC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,heap,4,2.623000,0.980000,1.298304,1.152217,2.302000,0.320000,0,0,0,0,0
PQ-ADC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,heap,5,2.645000,0.980000,1.298304,1.152217,2.312000,0.332000,0,0,0,0,0
PQ-ADC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,heap,1,3.482000,1.000000,1.298304,1.152217,2.772000,0.709000,0,0,0,0,0
PQ-ADC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,heap,2,3.496000,1.000000,1.298304,1.152217,2.800000,0.694000,0,0,0,0,0
PQ-ADC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,heap,3,3.459000,1.000000,1.298304,1.152217,2.780000,0.678000,0,0,0,0,0
PQ-ADC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,heap,4,3.407000,1.000000,1.298304,1.152217,2.780000,0.626000,0,0,0,0,0
PQ-ADC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,heap,5,3.424000,1.000000,1.298304,1.152217,2.786000,0.637000,0,0,0,0,0
PQ-ADC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,heap,1,5.726000,1.000000,1.298304,1.152217,3.930000,1.794000,0,0,0,0,0
PQ-ADC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,heap,2,5.716000,1.000000,1.298304,1.152217,3.936000,1.779000,0,0,0,0,0
PQ-ADC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,heap,3,5.673000,1.000000,1.298304,1.152217,3.928000,1.743000,0,0,0,0,0
PQ-ADC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,heap,4,5.689000,1.000000,1.298304,1.152217,3.934000,1.753000,0,0,0,0,0
PQ-ADC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,heap,5,5.771000,1.000000,1.298304,1.152217,3.934000,1.835000,0,0,0,0,0
PQ-SDC-M12-coarse,ARM-aarch64-NEON,100000,96,20,10,12,256,0,1,0,coarse-only,1,2.744000,0.255000,1.298304,1.152217,2.742000,0.000000,0,0,0,0,0
PQ-SDC-M12-coarse,ARM-aarch64-NEON,100000,96,20,10,12,256,0,1,0,coarse-only,2,2.723000,0.255000,1.298304,1.152217,2.721000,0.000000,0,0,0,0,0
PQ-SDC-M12-coarse,ARM-aarch64-NEON,100000,96,20,10,12,256,0,1,0,coarse-only,3,2.725000,0.255000,1.298304,1.152217,2.724000,0.000000,0,0,0,0,0
PQ-SDC-M12-coarse,ARM-aarch64-NEON,100000,96,20,10,12,256,0,1,0,coarse-only,4,2.726000,0.255000,1.298304,1.152217,2.724000,0.000000,0,0,0,0,0
PQ-SDC-M12-coarse,ARM-aarch64-NEON,100000,96,20,10,12,256,0,1,0,coarse-only,5,2.725000,0.255000,1.298304,1.152217,2.724000,0.000000,0,0,0,0,0
PQ-SDC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,nth-rerank,1,2.761000,0.670000,1.298304,1.152217,2.729000,0.032000,0,0,0,0,0
PQ-SDC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,nth-rerank,2,2.756000,0.670000,1.298304,1.152217,2.732000,0.023000,0,0,0,0,0
PQ-SDC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,nth-rerank,3,2.754000,0.670000,1.298304,1.152217,2.728000,0.025000,0,0,0,0,0
PQ-SDC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,nth-rerank,4,2.749000,0.670000,1.298304,1.152217,2.728000,0.020000,0,0,0,0,0
PQ-SDC-M12-p100,ARM-aarch64-NEON,100000,96,20,10,12,256,100,1,0,nth-rerank,5,2.755000,0.670000,1.298304,1.152217,2.733000,0.021000,0,0,0,0,0
PQ-SDC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,nth-rerank,1,2.894000,0.885000,1.298304,1.152217,2.749000,0.143000,0,0,0,0,0
PQ-SDC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,nth-rerank,2,2.901000,0.885000,1.298304,1.152217,2.756000,0.144000,0,0,0,0,0
PQ-SDC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,nth-rerank,3,2.894000,0.885000,1.298304,1.152217,2.753000,0.140000,0,0,0,0,0
PQ-SDC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,nth-rerank,4,2.890000,0.885000,1.298304,1.152217,2.750000,0.140000,0,0,0,0,0
PQ-SDC-M12-p500,ARM-aarch64-NEON,100000,96,20,10,12,256,500,1,0,nth-rerank,5,2.897000,0.885000,1.298304,1.152217,2.757000,0.139000,0,0,0,0,0
PQ-SDC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,nth-rerank,1,3.030000,0.920000,1.298304,1.152217,2.759000,0.270000,0,0,0,0,0
PQ-SDC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,nth-rerank,2,3.037000,0.920000,1.298304,1.152217,2.766000,0.270000,0,0,0,0,0
PQ-SDC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,nth-rerank,3,3.022000,0.920000,1.298304,1.152217,2.764000,0.256000,0,0,0,0,0
PQ-SDC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,nth-rerank,4,3.017000,0.920000,1.298304,1.152217,2.760000,0.256000,0,0,0,0,0
PQ-SDC-M12-p1000,ARM-aarch64-NEON,100000,96,20,10,12,256,1000,1,0,nth-rerank,5,3.024000,0.920000,1.298304,1.152217,2.766000,0.257000,0,0,0,0,0
PQ-SDC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,nth-rerank,1,3.280000,0.965000,1.298304,1.152217,2.777000,0.501000,0,0,0,0,0
PQ-SDC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,nth-rerank,2,3.268000,0.965000,1.298304,1.152217,2.779000,0.487000,0,0,0,0,0
PQ-SDC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,nth-rerank,3,3.285000,0.965000,1.298304,1.152217,2.776000,0.508000,0,0,0,0,0
PQ-SDC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,nth-rerank,4,3.293000,0.965000,1.298304,1.152217,2.783000,0.508000,0,0,0,0,0
PQ-SDC-M12-p2000,ARM-aarch64-NEON,100000,96,20,10,12,256,2000,1,0,nth-rerank,5,3.312000,0.965000,1.298304,1.152217,2.782000,0.529000,0,0,0,0,0
PQ-SDC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,nth-rerank,1,4.072000,0.995000,1.298304,1.152217,2.865000,1.206000,0,0,0,0,0
PQ-SDC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,nth-rerank,2,4.039000,0.995000,1.298304,1.152217,2.861000,1.177000,0,0,0,0,0
PQ-SDC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,nth-rerank,3,4.044000,0.995000,1.298304,1.152217,2.850000,1.192000,0,0,0,0,0
PQ-SDC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,nth-rerank,4,4.015000,0.995000,1.298304,1.152217,2.845000,1.168000,0,0,0,0,0
PQ-SDC-M12-p5000,ARM-aarch64-NEON,100000,96,20,10,12,256,5000,1,0,nth-rerank,5,4.010000,0.995000,1.298304,1.152217,2.855000,1.154000,0,0,0,0,0
PQ-ADC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,heap,1,2.554000,0.900000,1.698304,1.161235,2.516000,0.038000,0,0,0,0,0
PQ-ADC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,heap,2,2.542000,0.900000,1.698304,1.161235,2.506000,0.035000,0,0,0,0,0
PQ-ADC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,heap,3,2.544000,0.900000,1.698304,1.161235,2.508000,0.036000,0,0,0,0,0
PQ-ADC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,heap,4,2.551000,0.900000,1.698304,1.161235,2.513000,0.037000,0,0,0,0,0
PQ-ADC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,heap,5,2.548000,0.900000,1.698304,1.161235,2.511000,0.036000,0,0,0,0,0
PQ-ADC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,heap,1,2.967000,1.000000,1.698304,1.161235,2.758000,0.207000,0,0,0,0,0
PQ-ADC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,heap,2,2.961000,1.000000,1.698304,1.161235,2.758000,0.202000,0,0,0,0,0
PQ-ADC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,heap,3,2.961000,1.000000,1.698304,1.161235,2.756000,0.204000,0,0,0,0,0
PQ-ADC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,heap,4,2.994000,1.000000,1.698304,1.161235,2.778000,0.215000,0,0,0,0,0
PQ-ADC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,heap,5,2.969000,1.000000,1.698304,1.161235,2.762000,0.205000,0,0,0,0,0
PQ-ADC-M16-p1000,ARM-aarch64-NEON,100000,96,20,10,16,256,1000,1,0,heap,1,3.474000,1.000000,1.698304,1.161235,3.052000,0.420000,0,0,0,0,0
PQ-ADC-M16-p1000,ARM-aarch64-NEON,100000,96,20,10,16,256,1000,1,0,heap,2,3.463000,1.000000,1.698304,1.161235,3.049000,0.412000,0,0,0,0,0
PQ-ADC-M16-p1000,ARM-aarch64-NEON,100000,96,20,10,16,256,1000,1,0,heap,3,3.481000,1.000000,1.698304,1.161235,3.066000,0.414000,0,0,0,0,0
PQ-ADC-M16-p1000,ARM-aarch64-NEON,100000,96,20,10,16,256,1000,1,0,heap,4,3.471000,1.000000,1.698304,1.161235,3.054000,0.416000,0,0,0,0,0
PQ-ADC-M16-p1000,ARM-aarch64-NEON,100000,96,20,10,16,256,1000,1,0,heap,5,3.467000,1.000000,1.698304,1.161235,3.054000,0.412000,0,0,0,0,0
PQ-ADC-M16-p2000,ARM-aarch64-NEON,100000,96,20,10,16,256,2000,1,0,heap,1,4.402000,1.000000,1.698304,1.161235,3.559000,0.842000,0,0,0,0,0
PQ-ADC-M16-p2000,ARM-aarch64-NEON,100000,96,20,10,16,256,2000,1,0,heap,2,4.401000,1.000000,1.698304,1.161235,3.567000,0.833000,0,0,0,0,0
PQ-ADC-M16-p2000,ARM-aarch64-NEON,100000,96,20,10,16,256,2000,1,0,heap,3,4.407000,1.000000,1.698304,1.161235,3.570000,0.836000,0,0,0,0,0
PQ-ADC-M16-p2000,ARM-aarch64-NEON,100000,96,20,10,16,256,2000,1,0,heap,4,4.419000,1.000000,1.698304,1.161235,3.579000,0.839000,0,0,0,0,0
PQ-ADC-M16-p2000,ARM-aarch64-NEON,100000,96,20,10,16,256,2000,1,0,heap,5,4.408000,1.000000,1.698304,1.161235,3.572000,0.834000,0,0,0,0,0
PQ-ADC-M16-p5000,ARM-aarch64-NEON,100000,96,20,10,16,256,5000,1,0,heap,1,6.924000,1.000000,1.698304,1.161235,4.823000,2.100000,0,0,0,0,0
PQ-ADC-M16-p5000,ARM-aarch64-NEON,100000,96,20,10,16,256,5000,1,0,heap,2,6.877000,1.000000,1.698304,1.161235,4.806000,2.070000,0,0,0,0,0
PQ-ADC-M16-p5000,ARM-aarch64-NEON,100000,96,20,10,16,256,5000,1,0,heap,3,6.868000,1.000000,1.698304,1.161235,4.802000,2.064000,0,0,0,0,0
PQ-ADC-M16-p5000,ARM-aarch64-NEON,100000,96,20,10,16,256,5000,1,0,heap,4,6.908000,1.000000,1.698304,1.161235,4.831000,2.076000,0,0,0,0,0
PQ-ADC-M16-p5000,ARM-aarch64-NEON,100000,96,20,10,16,256,5000,1,0,heap,5,6.841000,1.000000,1.698304,1.161235,4.778000,2.062000,0,0,0,0,0
PQ-SDC-M16-coarse,ARM-aarch64-NEON,100000,96,20,10,16,256,0,1,0,coarse-only,1,3.405000,0.300000,1.698304,1.161235,3.403000,0.000000,0,0,0,0,0
PQ-SDC-M16-coarse,ARM-aarch64-NEON,100000,96,20,10,16,256,0,1,0,coarse-only,2,3.381000,0.300000,1.698304,1.161235,3.379000,0.000000,0,0,0,0,0
PQ-SDC-M16-coarse,ARM-aarch64-NEON,100000,96,20,10,16,256,0,1,0,coarse-only,3,3.384000,0.300000,1.698304,1.161235,3.383000,0.000000,0,0,0,0,0
PQ-SDC-M16-coarse,ARM-aarch64-NEON,100000,96,20,10,16,256,0,1,0,coarse-only,4,3.385000,0.300000,1.698304,1.161235,3.383000,0.000000,0,0,0,0,0
PQ-SDC-M16-coarse,ARM-aarch64-NEON,100000,96,20,10,16,256,0,1,0,coarse-only,5,3.385000,0.300000,1.698304,1.161235,3.382000,0.000000,0,0,0,0,0
PQ-SDC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,nth-rerank,1,3.422000,0.795000,1.698304,1.161235,3.388000,0.033000,0,0,0,0,0
PQ-SDC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,nth-rerank,2,3.421000,0.795000,1.698304,1.161235,3.387000,0.034000,0,0,0,0,0
PQ-SDC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,nth-rerank,3,3.424000,0.795000,1.698304,1.161235,3.390000,0.033000,0,0,0,0,0
PQ-SDC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,nth-rerank,4,3.424000,0.795000,1.698304,1.161235,3.390000,0.033000,0,0,0,0,0
PQ-SDC-M16-p100,ARM-aarch64-NEON,100000,96,20,10,16,256,100,1,0,nth-rerank,5,3.420000,0.795000,1.698304,1.161235,3.387000,0.032000,0,0,0,0,0
PQ-SDC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,nth-rerank,1,3.549000,0.965000,1.698304,1.161235,3.399000,0.148000,0,0,0,0,0
PQ-SDC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,nth-rerank,2,3.546000,0.965000,1.698304,1.161235,3.399000,0.146000,0,0,0,0,0
PQ-SDC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,nth-rerank,3,3.540000,0.965000,1.698304,1.161235,3.396000,0.143000,0,0,0,0,0
PQ-SDC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,nth-rerank,4,3.548000,0.965000,1.698304,1.161235,3.399000,0.148000,0,0,0,0,0
PQ-SDC-M16-p500,ARM-aarch64-NEON,100000,96,20,10,16,256,500,1,0,nth-rerank,5,3.540000,0.965000,1.698304,1.161235,3.395000,0.144000,0,0,0,0,0
